Date Time,,,,Event
10/18/2012 05:00,IT,2612),,"Minister Giarda, U.K. Deputy Fin Minister Alexander at Event"
10/20/2012,UK,2613),,TUC Stages London March Against Budget Cuts
10/22/2012 06:00,UK,2614),,FSA’s Bailey Speaks at the Launch of the PRA Approach...
10/22/2012 09:00,UK,2615),,ECB's Constancio Testifies to U.K. Lords Panel
10/22/2012 09:30,UK,2616),,ECB's Liikanen at U.K. Parliamentary Banking Standards Panel
10/22/2012 10:15,UK,2617),,"U.K. Treasury's Macpherson, Scholar Testify to Commons Panel"
10/22/2012 11:45,IT,2618),,"Italy's Moavero, U.K.'s Lidington Speak to Reporters in Rome"
10/22/2012 14:00,UK,2619),,Osborne Gives Speaker's Lecture at Westminster
10/23/2012 03:00,GE,2620),,"UK's Hague, Westerwelle at Berlin Foreign Policy Forum"
10/23/2012 05:00,UK,2621),,BOE's Weale Testifies to Lords Panel on Aging Society
10/23/2012 05:00,UK,2622),,"UKFI's Budenberg, O'Neil Testify to Treasury Committee"
10/23/2012 05:30,UK,2623),,BBC's Entwistle Testifies to Commons Committee on Savile
10/23/2012 10:30,UK,2624),,U.K. Director of Public Prosecutions at Parliamentary Panel
10/24/2012 04:30,UK,2625),,Cruickshank at U.K. Parliamentary Banking Standards Panel
10/24/2012 07:00,UK,2626),,Prime Minister's Question Time in House of Commons
10/24/2012 07:00,UK,2627),,Darling Testifies to U.K. Lords Panel on Scottish Independence
10/25/2012 04:30,UK,2628),,Scottish Business Leaders at Lords Panel on Independence
10/25/2012 05:15,UK,2629),,FSA's Wheatley at U.K. Parliamentary Banking Standards Panel
10/25/2012 07:00,EC,2630),,EU's Van Rompuy Meets U.K.'s Cameron in London
10/25/2012 09:00,EC,2631),,EU's Van Rompuy Speaks at CBI in London
10/29/2012 12:30,UK,2632),,Kay Testifies to U.K. Parliamentary Banking Standards Panel
10/30/2012 07:00,UK,2633),,Cable Question by Lawmakers
10/31/2012 05:30,UK,2634),,Former Barclays CEO Taylor Testifies in Parliament
10/31/2012 08:00,UK,2635),,Prime Minister's Question Time in House of Commons
10/31/2012 10:15,UK,2636),,U.K. HMRC Officials Testify to Treasury Panel
10/31/2012 10:30,UK,2637),,U.K. Scottish Secretary Moore Questioned on Independence Vote
10/31/2012 10:45,UK,2638),,McLoughlin Questioned by Lawmakers on WCML Franchise
10/31/2012 11:00,UK,2639),,U.K. Home Secretary May Questioned on Communications Data Bill
10/31/2012 11:15,UK,2640),,NAO's Morse Questioned by Lawmakers on Tax Disputes
11/01/2012 13:15,UK,2641),,"UK's Cameron Meets Indonesian, Liberian Presidents"
11/03/2012 11/04,MX,2642),,G20 Finance and Central Bank Deputies' Meeting in Mexico
11/04/2012 11/05,MX,2643),,G20 Finance Ministers and Central Bankers Meet in Mexico
11/04/2012 11/05,AU,2644),,Asian-Europe Meeting Holds Annual Summit
11/05/2012 10:15,UK,2645),,HMRC Officials Testify to U.K. Parliamentary Panel
11/05/2012 11:00,UK,2646),,"Botin, Flint, Jenkins Testify to U.K. Parliament Banking Panel"
11/06/2012 06:30,UK,2647),,U.K.'s Osborne Answers Questions From Lawmakers
11/07/2012 04:30,UK,2648),,BOE's Haldane Testifies to U.K. Parliament Banking Panel
11/07/2012 07:00,UK,2649),,Prime Minister's Question Time in House of Commons
11/07/2012 13:30,UK,2650),,U.K. High Court Judge Singh Answers Questions at LSE
11/07/2012 14:15,GE,2651),,Germany's Merkel and UK PM Cameron Meet at 10 Downing Street
11/07/2012 11/08,UK,2652),,Bank of England Monetary Policy Meeting
11/08/2012 11/09,UK,2653),,The Economist Global Agenda Meeting
11/12/2012 04:00,UK,2654),,Former HBOS Officials at U.K. Parliament Banking Panel
11/12/2012 09:30,UK,2655),,Bank Commission's Vickers at U.K. Parliament Banking Panel
11/12/2012 10:15,UK,2656),,"Starbucks, Google, Amazon Questioned on Tax by U.K. Lawmakers"
11/12/2012 11:30,UK,2657),,U.K. Home Secretary May Testifies on National Security
11/12/2012 15:30,UK,2658),,Prime Minister Cameron Speaks at Lord Mayor Banquet in London
11/12/2012,UK,2659),,BoE's Haldane and IMF's Lipton Speak at Economic Conference
11/13/2012 05:30,UK,2660),,U.K. Defense Equipment Minister Dunne Questioned by Lawmakers
11/13/2012 09:00,UK,2661),,U.K. Parliament Banking Panel on Retail Competition
11/13/2012 09:15,UK,2662),,U.K. DPP Starmer Testifies to Home Affairs Committee
11/13/2012 10:30,UK,2663),,"BT, BSkyB Testify to U.K. Lords Committee"
11/13/2012 11:30,UK,2664),,"Hester, Horta-Osorio, Sands at U.K. Parliament Banking Panel"
11/13/2012,UK,2665),,Last Day of Commons Session Before Autumn Break
11/14/2012 04:30,UK,2666),,U.K. Parliament Banking Panel on Corporate Governance
11/14/2012 13:30,UK,2667),,Former U.K. Deputy Prime Minister Heseltine Speaks at LSE
11/15/2012,UK,2668),,Elections for Police Commissioners in England and Wales
11/15/2012,UK,2669),,U.K. Holds Parliamentary By-Elections
11/16/2012 09:00,UK,2670),,Former HBOS Officials at U.K. Parliament Banking Panel
11/19/2012 04:15,UK,2671),,"StanChart, Citigroup Testify to U.K. Parliament Banking Panel"
11/19/2012 05:00,UK,2672),,Former HBOS Officials at U.K. Parliament Banking Panel
11/19/2012 05:30,UK,2673),,U.K. Business Secretary Cable Speaks at CBI Conference
11/19/2012 07:30,UK,2674),,U.K. Labour's Miliband Speaks at CBI Conference
11/19/2012 09:30,UK,2675),,London Mayor Johnson Speaks at CBI Conference
11/19/2012 11:00,EC,2676),,U.K.'s Vince Cable Speaks at EU Conference in Brussels
11/19/2012 11:05,UK,2677),,"Ryanair's O'Leary, EasyJet, Virgin Testify to U.K. Lawmakers"
11/19/2012 11:30,UK,2678),,"FSA's Turner, Bailey Testify to U.K. Parliament Bank Panel"
11/19/2012 11:30,UK,2679),,"Turner and FSA's Bailey Speak at Parliament Commission, London"
11/19/2012,UK,2680),,Commons Reconvenes After Autumn Recess
11/20/2012 05:00,UK,2681),,"BOE Review Authors Winters, Plenderleith Testify to Lawmakers"
11/20/2012 07:30,UK,2682),,Jordanian King Abdullah II Speaks in London
11/20/2012 08:30,UK,2683),,Former HBOS Official at U.K. Parliament Banking Panel
11/21/2012 04:30,UK,2684),,Osborne Testifies to U.K. Parliament Banking Panel
11/21/2012 05:00,UK,2685),,UNEP Holds Press Conference Before Qatar COP
11/21/2012 07:00,UK,2686),,Prime Minister's Question Time in House of Commons
11/21/2012,UK,2687),,Bank of England Financial Policy Committee Meeting
11/22/2012 04:30,UK,2688),,"BOE's King, Tucker, Haldane Testify to Parliament Bank Panel"
11/22/2012 11/23,EC,2689),,EU Leaders Hold Summit on Bloc's Seven-Year Budget
11/26/2012 10:30,UK,2690),,Chancellor Osborne Announces New BOE Governor
11/26/2012 11:30,UK,2691),,U.K.'s Cameron Makes Statement on EU Budget Talks
11/27/2012 05:00,UK,2692),,"BOE's King, Fisher, Weale, Broadbent Testify to Commons Panel"
11/27/2012 05:30,UK,2693),,"BBC's Patten, Davie Testify to Commons Culture Committee"
11/28/2012 04:15,UK,2694),,U.K. Justice Secretary Grayling Questioned by Lawmakers
11/28/2012 07:00,UK,2695),,Prime Minister's Question Time in House of Commons
11/28/2012,UK,2696),,Former Credit Suisse Head Serageldin Extradition Trial
11/29/2012 08:30,UK,2697),,U.K. Publishes Leveson Report Into Media Ethics
11/29/2012 10:00,UK,2698),,Cameron Responds to Leveson Report into U.K. Media Ethics
11/29/2012,UK,2699),,U.K. House of Commons By-Elections
12/03/2012 10:30,UK,2700),,Ex-HBOS CEO Crosby Questioned by Parliament Panel
12/03/2012 11:05,UK,2701),,London Airport Chiefs Testify to Commons Transport Committee
12/03/2012 12:30,UK,2702),,Ex-HBOS CEO Hornby Questioned by Parliament Panel
12/04/2012 04:30,UK,2703),,Ex-HBOS Chairman Stevenson Questioned by Parliament Panel
12/04/2012 10:00,UK,2704),,IAG's Walsh Questioned by Commons Transport Committee
12/05/2012 07:00,UK,2705),,Prime Minister's Question Time in House of Commons
12/05/2012 07:30,UK,2706),,U.K. Chancellor Osborne Makes Autumn Statement in Commons
12/06/2012 05:00,UK,2707),,NERC Holds Marine Ecosystems Workshop
12/10/2012 19:01,UK,2708),,Lawmakers Issue Report on Draft Data Communications Bill
12/11/2012 04:30,UK,2709),,Heseltine Questioned by Commons Committee
12/11/2012 04:30,UK,2710),,Cuadrilla's Egan Questioned by U.K. Lawmakers on Shale Gas
12/11/2012 04:30,UK,2711),,OBR Officials Testify on Osborne's Autumn Statement
12/11/2012 05:30,UK,2712),,PCC's Hunt Testifies to U.K. Commons Culture Committee
12/11/2012 09:15,UK,2713),,U.K. Police Officials Testify on Threat of E-Crime
12/11/2012 10:15,UK,2714),,BOE's Cohrs Testifies to Lawmakers in London
12/11/2012 11:00,UK,2715),,Cameron Questioned by Panel of Lawmakers
12/12/2012 04:30,UK,2716),,Senior U.K. Statisticians Testify to Lawmakers
12/12/2012 07:00,UK,2717),,Prime Minister's Question Time in House of Commons
12/12/2012 09:15,UK,2718),,Economists Testify on Osborne's Autumn Statement
12/12/2012 10:15,UK,2719),,"G4S's Buckles, Olympic Officials Testify to U.K. Lawmakers"
12/13/2012 04:00,UK,2720),,Clegg Testifies on U.K. Constitutional Reform
12/13/2012 04:45,UK,2721),,U.K. Officials Questioned by Lawmakers on Rail Franchising
12/13/2012 05:00,UK,2722),,Queen Elizabeth II Visits Bank of England
12/13/2012 09:00,UK,2723),,"U.K.'s Osborne Testifies on Autumn Statement, London"
12/17/2012 11:00,UK,2724),,May Questioned by U.K. Lawmakers on National Security
12/18/2012 05:30,UK,2725),,Lawmakers Question Silk on Welsh Devolution
12/18/2012 10:30,UK,2726),,Davey Questioned by U.K. Lawmakers on Climate Change
12/18/2012 11:15,UK,2727),,May Questioned by U.K. Home Affairs Committee
12/19/2012 07:00,UK,2728),,Prime Minister's Question Time in House of Commons
12/19/2012 09:30,UK,2729),,"Cable, Hague Questioned on U.K. Arms Export Controls"
12/19/2012 19:01,UK,2730),,U.K. Lawmakers Publish Report on BBC Chief's Severance Pay
12/20/2012,UK,2731),,Last Day of Commons Session Before Christmas Recess
12/26/2012,UK,2732),,London Transportation Workers to Strike
01/03/2013 19:01,UK,2733),,U.K. Commons Transport Committee Reports After Rail Inquiry
01/03/2013 19:01,UK,2734),,U.K. Commons Environmental Audit Committee Publishes Report
01/07/2013 11:05,UK,2735),,McLoughlin Questioned on WCML Franchise by U.K. Lawmakers
01/07/2013,UK,2736),,Commons Reconvenes After Christmas Recess
01/07/2013,UK,2737),,U.K. Commons Debates Corporate Tax Avoidance
01/08/2013 05:00,UK,2738),,U.K. Treasury Minister Deighton Questioned by Lawmakers
01/08/2013 09:30,UK,2739),,Hague Questioned on EU by U.K. Lawmakers
01/09/2013 04:30,UK,2740),,"UBS Arcel, Lofts, Williams Testify at Parliament"
01/09/2013 05:30,UK,2741),,Clegg Questioned by U.K. Lords Constitution Committee
01/09/2013 07:00,UK,2742),,Prime Minister's Question Time in House of Commons
01/09/2013 09:00,UK,2743),,Hunt Questioned by U.K. Lords Committee on Aging Society
01/09/2013 01/10,UK,2744),,U.K. Holds International Talks on Syria
01/10/2013 04:30,UK,2745),,Former UBS Staff Questioned by U.K. Banking Panel
01/11/2013 04:00,UK,2746),,BOE Deputy Governor Tucker Speaks at a Conference in London
01/11/2013 07:00,EC,2747),,EU's Almunia Speaks at King's College London
01/14/2013 05:00,EC,2748),,"EU's Almunia Speaks at Conference in Bruges, Belgium"
01/15/2013 01/16,UK,2749),,U.K. Food Standards Agency Holds Foodborne Virus Conference
01/15/2013 01/22,RR,2750),,Serbian Deputy Prime Minister Grubjesic Visits Europe
01/16/2013 04:45,UK,2751),,Vickers Testifies to U.K. Parliament Banking Standards Panel
01/16/2013 05:30,UK,2752),,U.K. House of Lords Holds Evidence Session on Parliament
01/16/2013 07:00,UK,2753),,Prime Minister's Question Time in House of Commons
01/16/2013 10:00,UK,2754),,U.K. Minister Hayes Testifies on Shale Gas to Lawmakers
01/16/2013 18:30,UK,2755),,U.K Secretary of State Hague Delivers John Howard Lecture
01/17/2013 13:45,UK,2756),,Labour's Alexander Speaks on U.K.'s Future in Europe
01/17/2013,UK,2757),,U.K Prime Minister Cameron Calls Emergency Cobra Meeting
01/18/2013,UK,2758),,London Transportation Workers to Strike
01/23/2013 03:00,UK,2759),,U.K. Prime Minister Cameron Gives Speech on EU at Bloomberg
01/23/2013 07:00,UK,2760),,Prime Minister's Question Time in House of Commons
01/23/2013,UK,2761),,Cameron Makes Speech on U.K. Ties With EU
01/24/2013 04:30,UK,2762),,U.K Prime Minister Cameron Speaks at Davos Meeting
01/28/2013 11:00,UK,2763),,FSB Chairman Carney Holds Press Conference After Meeting
01/30/2013 07:00,UK,2764),,Prime Minister's Question Time in House of Commons
01/30/2013 19:01,UK,2765),,Commons Transport Committee Report on WCML Rail Franchise
02/01/2013 02/05,US,2766),,U.S. Vice President Biden Visits Europe
02/04/2013 06:00,UK,2767),,Osborne Makes Speech on U.K. Financial-Services Overhaul
02/04/2013 11:30,UK,2768),,"Lloyds' Horta-Osorio, Bischoff Questioned by U.K. Lawmakers"
02/04/2013 12:15,UK,2769),,U.K. Transport Secretary McLoughlin Questioned by Lawmakers
02/05/2013 04:45,UK,2770),,"Barclays' Jenkins, Walker Questioned by U.K. Lawmakers"
02/05/2013 07:00,US,2771),,U.K.'s Clegg Meets U.S. Vice-President Biden in London
02/05/2013 07:45,UK,2772),,U.K. House of Commons Debates Same-Sex Marriage Bill
02/05/2013 08:15,US,2773),,Cameron Meets U.S. Vice-President Biden in London
02/05/2013 11:00,UK,2774),,Clegg Questioned by U.K. Commons Liaison Committee
02/06/2013 04:00,UK,2775),,U.K.'s Cable Speaks on Banking at Bloomberg
02/06/2013 04:45,UK,2776),,"HSBC's Gulliver, Flint Questioned by U.K. Lawmakers"
02/06/2013 07:00,UK,2777),,Prime Minister's Question Time in House of Commons
02/06/2013 09:30,UK,2778),,Hague Questioned by U.K. Commons Foreign Affairs Committee
02/07/2013 04:45,UK,2779),,BOE Governor-Designate Carney Questioned by Lawmakers
02/11/2013 06:00,US,2780),,Group of 30 Global Economy Report Released by Trichet
02/11/2013 10:00,UK,2781),,"RBS's Hourican, Nielsen, Cameron Questioned by U.K. Lawmakers"
02/11/2013 10:30,UK,2782),,David Cameron Statement to Parliament on EU Budget Negotiation
02/11/2013 11:25,UK,2783),,"London Mayor, Transport Secretary Questioned on U.K. Aviation"
02/11/2013 11:30,UK,2784),,"RBS's Hester, Hampton Questioned by U.K. Lawmakers"
02/11/2013 11:30,UK,2785),,U.K. Health Secretary Hunt Makes Statement on Social Care
02/11/2013 12:30,UK,2786),,U.K. Health Secretary Paterson Makes Statement on Horse Meat
02/12/2013 09:05,UK,2787),,U.K. Health Secretary Hunt Speaks on NHS in London
02/13/2013 03:00,UK,2788),,AFME Holds Annual European Market Liquidity Conference
02/13/2013 03:30,UK,2789),,North East England in a Global Europe Conference
02/13/2013 07:00,UK,2790),,Prime Minister's Question Time in House of Commons
02/14/2013 07:00,UK,2791),,U.K. Ex-Premier Major Speaks on Europe
02/14/2013,UK,2792),,Last Day of Commons Session Before February Recess
02/14/2013,SA,2793),,"G20 Finance Ministers, Central Bank Deputy Governors Meeting"
02/14/2013,UK,2794),,Labour's Miliband Makes Speech on Economy
02/15/2013 02/16,SA,2795),,G20 Finance Ministers and Central Bank Governors Meeting
02/18/2013 07:30,SW,2796),,U.K. FSA Chairman Lord Adair Turner speech
02/18/2013 22:30,IN,2797),,Breakfast Meeting with Co-Chairs of India-UK CEOs Forum
02/18/2013,UK,2798),,U.K. Labour's Miliband Meets Danish PM Thorning-Schmidt
02/18/2013 02/20,UK,2799),,U.K. Prime Minister Cameron Visits India
02/19/2013 09:00,CA,2800),,Great-West Teleconf. on Irish Life Purchase
02/19/2013,UK,2801),,U.K. Labour's Miliband Meets Swedish Social Democrat Loefven
02/20/2013,UK,2802),,U.K. Labour's Miliband Meets Dutch Labor leader Samsom
02/20/2013,UK,2803),,Regulators Roundtable Meeting on Interbank Rate
02/21/2013 06:30,IR,2804),,Irish Finance Minister Michael Noonan Speaks at Bloomberg
02/21/2013 11:00,EC,2805),,European Medicines Agency Releases Safety Decisions
02/25/2013 10:30,UK,2806),,Balls Asks Urgent Question of Osborne on Moody's Downgrade
02/25/2013 10:45,UK,2807),,Osborne Testifies to U.K. Parliament Banking Panel
02/25/2013,UK,2808),,Commons Reconvenes After February Recess
02/25/2013,FR,2809),,French Finance Minister Moscovici Visits London
02/26/2013 02:00,IA,2810),,Iran Nuclear Talks in Kazakhstan
02/26/2013,FR,2811),,"Barnier, Bailey, Moscivici Speak at Banking Conference"
02/26/2013,EC,2812),,EBA Banking Shareholders Group Meeting
02/26/2013,UK,2813),,Regulators Roundtable Meeting on Interbank Rate
02/27/2013 04:30,UK,2814),,"FSA's Turner, Wheatley Testify to U.K. Parliament Bank Panel"
02/27/2013 07:00,UK,2815),,Prime Minister's Question Time in House of Commons
02/27/2013 02/28,EC,2816),,EBA Board of Supervisors Meeting
02/27/2013 02/28,DE,2817),,Nordic Northern Future Forum
02/28/2013 08:40,EC,2818),,EU's Rehn Speaks at Policy Network in London
02/28/2013 09:30,UK,2819),,"EU's Van Rompuy, Rehn, Ireland's Gilmore at London Conference"
02/28/2013,UK,2820),,U.K. Special Election to Replace Former Lawmaker Huhne
03/04/2013 03/06,US,2821),,U.S. Secretary of State Kerry Visits Middle East
03/05/2013 04:15,UK,2822),,U.K. FSA Head Bailey Speaks at Euromoney Bond Conference
03/05/2013 04:30,UK,2823),,English NHS CEO Nicholson Questioned by Lawmakers
03/05/2013 05:30,UK,2824),,U.K. Labour Party's Balls Speaks at EEF Conference
03/06/2013 04:45,UK,2825),,Bank of England's King and Bailey Speak in Parliament
03/06/2013 07:00,UK,2826),,Prime Minister's Question Time in House of Commons
03/08/2013 03/10,UK,2827),,Liberal Democrat Spring Conference in Brighton
03/10/2013 03/11,AR,2828),,Falkland Islands Hold Two-Day Referendum on Political Status
03/11/2013 10:00,UK,2829),,"Huhne, Pryce Sentenced Over Driving Points Conviction"
03/12/2013 12:00,UK,2830),,U.K.'s Cameron Questioned by Lawmakers on Syria
03/12/2013 03/15,FR,2831),,MIPIM Property Market Conference
03/13/2013 05:30,UK,2832),,U.K. Education Secretary Gove Questioned by Lawmakers
03/13/2013 08:00,UK,2833),,Prime Minister's Question Time in House of Commons
03/13/2013 10:15,UK,2834),,BOE Official Andrew Bailey's Pre-Appointment Hearing
03/13/2013,UK,2835),,"U.K.'s Hague Meets Russian Foreign, Defense Ministers"
03/14/2013,UK,2836),,"Cable, McLoughlin, Miliband at BCC annual conference"
03/18/2013,US,2837),,Iran Nuclear Talks Held in Turkey
03/19/2013,UK,2838),,BoE Financial Policy Committee Meeting on Capital Shortfall
03/20/2013 05:30,UK,2839),,Bank of England Releases Monetary Policy Committee Minutes
03/20/2013 08:00,UK,2840),,Prime Minister's Question Time in House of Commons
03/20/2013 08:30,UK,2841),,U.K. Chancellor Osborne Presents Budget to Parliament
03/21/2013 05:30,UK,2842),,U.K. FSA Holds GACS Open Meeting
